"chr","start","end","width","anodev.padj","pattern","Cd8Naive_over_Cd4Naive.log2fc","dmrid"
"chr1",154312651,154313050,400,0.0058843303193651,"CD4+ Hypermethylation DMR",-0.814442630050294,2238
"chr1",162454451,162455000,550,0.00758450821050351,"CD4+ Hypermethylation DMR",-3.58474431259637,2376
"chr1",168205101,168205500,400,0.00529863894385027,"CD4+ Hypermethylation DMR",-2.32188192975401,2457
"chr1",168482551,168483300,750,3.45045470494133e-05,"CD4+ Hypermethylation DMR",-1.97859785043676,2462
"chr1",170082151,170082450,300,0.00673997205307984,"CD4+ Hypermethylation DMR",-1.34576827379613,2483
"chr1",172199751,172199900,150,0.00901000697607559,"CD4+ Hypermethylation DMR",-3.90676941504168,2503
"chr1",172641601,172642400,800,4.34102622618069e-05,"CD4+ Hypermethylation DMR",-1.54055461031735,2509
"chr1",178340651,178340850,200,0.00823237840220031,"CD4+ Hypermethylation DMR",-2.09951671261654,2604
"chr1",185565001,185565550,550,0.00513975379342755,"CD4+ Hypermethylation DMR",-1.58494383079165,2706
"chr1",186054551,186054800,250,0.00831212149334075,"CD4+ Hypermethylation DMR",-2.09951197244558,2711
"chr1",198648501,198648700,200,0.00315765672243967,"CD4+ Hypermethylation DMR",-1.66741768320479,2818
"chr1",200445751,200445950,200,0.00986490743434034,"CD4+ Hypermethylation DMR",-2.16990255979374,2846
"chr1",201196651,201197450,800,0.00172322152080634,"CD4+ Hypermethylation DMR",-0.895659616034975,2858
"chr1",206646151,206646750,600,0.00180042365771951,"CD4+ Hypermethylation DMR",-1.5405528889556,2960
"chr1",207006301,207006800,500,0.00169927116359848,"CD4+ Hypermethylation DMR",-2.63219561789116,2971
"chr1",212821751,212822100,350,0.00956268439994305,"CD4+ Hypermethylation DMR",-2.32187962155551,3066
"chr1",226039651,226040350,700,0.00873149370109869,"CD4+ Hypermethylation DMR",-1.12552342274665,3254
"chr1",226840951,226841150,200,0.0097857990641562,"CD4+ Hypermethylation DMR",-2.32190039554145,3274
"chr1",228080101,228080300,200,0.0088635225250055,"CD4+ Hypermethylation DMR",-1.2016305994337,3293
"chr1",229393301,229393550,250,0.00686426219864991,"CD4+ Hypermethylation DMR",-1.13039346015886,3313
"chr1",229883101,229883350,250,0.00499109740203925,"CD4+ Hypermethylation DMR",-1.46565699852408,3323
"chr1",236303901,236304100,200,0.00967901143049976,"CD4+ Hypermethylation DMR",-2.32190039554145,3432
"chr1",238286501,238286750,250,0.00905561742224356,"CD4+ Hypermethylation DMR",-3.1698288257802,3465
"chr1",240115601,240116100,500,0.00299959784923714,"CD4+ Hypermethylation DMR",-1.02465825990192,3488
"chr2",454951,455550,600,0.00137308480841469,"CD4+ Hypermethylation DMR",-1.05986687563515,3637
"chr2",2209551,2210200,650,0.00708581301052638,"CD4+ Hypermethylation DMR",-0.948464943322977,3665
"chr2",3776501,3776800,300,0.00800220246784808,"CD4+ Hypermethylation DMR",-0.754886400106402,3691
"chr2",12628951,12629150,200,0.00560192776598234,"CD4+ Hypermethylation DMR",-16.6096549013151,3857
"chr2",16256651,16256850,200,0.00814187297761591,"CD4+ Hypermethylation DMR",-2.22236975068966,3917
"chr2",25570301,25570750,450,6.83326585870902e-05,"CD4+ Hypermethylation DMR",-1.67806119317788,4108
"chr2",38068951,38069300,350,0.0094637028681389,"CD4+ Hypermethylation DMR",-1.25374982629542,4321
"chr2",39395301,39395800,500,0.00789680529797144,"CD4+ Hypermethylation DMR",-1.3734463156592,4343
"chr2",42870151,42870450,300,0.00873149370109869,"CD4+ Hypermethylation DMR",-1.88750632096391,4395
"chr2",44465451,44465950,500,0.00347187162812259,"CD4+ Hypermethylation DMR",-1.45370601976425,4424
"chr2",47588051,47588550,500,0.00794739361505092,"CD4+ Hypermethylation DMR",-0.935290688215204,4471
"chr2",49024001,49024250,250,0.00682938027677033,"CD4+ Hypermethylation DMR",-3.99979713717517,4494
"chr2",53743951,53744350,400,0.00589183447000561,"CD4+ Hypermethylation DMR",-1.17449222136441,4547
"chr2",59735401,59735750,350,0.00967424211358295,"CD4+ Hypermethylation DMR",-1.55252771101313,4609
"chr2",60112501,60112800,300,0.00967424211358295,"CD4+ Hypermethylation DMR",-2.32188654616763,4616
"chr2",65087401,65087750,350,0.00926136501100163,"CD4+ Hypermethylation DMR",-1.22238761237302,4689
"chr2",66449151,66449500,350,0.00967424211358295,"CD4+ Hypermethylation DMR",-2.32187962155551,4716
"chr2",73698551,73698700,150,0.00892476928411055,"CD4+ Hypermethylation DMR",-3.90676941504168,4837
"chr2",81100101,81100400,300,0.00994112887377416,"CD4+ Hypermethylation DMR",-1.87444813352807,4936
"chr2",85666801,85667100,300,0.00979885649519944,"CD4+ Hypermethylation DMR",-1.12198639585549,4985
"chr2",86116951,86117400,450,0.00900022249935087,"CD4+ Hypermethylation DMR",-1.06139613427046,5000
"chr2",86460951,86461150,200,0.00953465610563525,"CD4+ Hypermethylation DMR",-2.32190039554145,5008
"chr2",87012601,87014550,1950,0,"CD4+ Hypermethylation DMR",-3.24788556214389,5019
"chr2",87015351,87016400,1050,2.78246148509553e-07,"CD4+ Hypermethylation DMR",-2.77523401159768,5020
"chr2",87017151,87017500,350,0.000117468252514642,"CD4+ Hypermethylation DMR",-3.85783996716477,5021
"chr2",87019551,87020250,700,7.14681557684171e-09,"CD4+ Hypermethylation DMR",-2.25984189453118,5023
"chr2",87032551,87034550,2000,0,"CD4+ Hypermethylation DMR",-3.2707864395415,5025
"chr2",87036051,87036550,500,3.39486391650474e-05,"CD4+ Hypermethylation DMR",-2.07036734423914,5026
"chr2",87038051,87039150,1100,1.18859800668503e-09,"CD4+ Hypermethylation DMR",-2.08089202973393,5028
"chr2",87040801,87042250,1450,7.79247020860887e-06,"CD4+ Hypermethylation DMR",-1.65847472158158,5029
"chr2",87045101,87045450,350,0.00273889503360476,"CD4+ Hypermethylation DMR",-2.41499647349118,5030
"chr2",87048251,87048900,650,0,"CD4+ Hypermethylation DMR",-2.12551773944609,5032
"chr2",87050201,87052550,2350,0,"CD4+ Hypermethylation DMR",-2.84383590503275,5033
"chr2",87053651,87054200,550,5.4307982983681e-05,"CD4+ Hypermethylation DMR",-2.18980132535901,5034
"chr2",87062151,87063200,1050,2.10967744787016e-06,"CD4+ Hypermethylation DMR",-2.18638866883878,5038
"chr2",87063651,87064350,700,0.000168334662735064,"CD4+ Hypermethylation DMR",-1.41502697971188,5039
"chr2",87067401,87068200,800,4.31460931196992e-06,"CD4+ Hypermethylation DMR",-2.51090482053706,5041
"chr2",87070851,87071450,600,0.000565068879900248,"CD4+ Hypermethylation DMR",-1.35844584748175,5044
"chr2",87071851,87072150,300,0.00389188482029218,"CD4+ Hypermethylation DMR",-3.39219995197214,5045
"chr2",87083551,87083850,300,0.00429208752394409,"CD4+ Hypermethylation DMR",-2.08744629284289,5049
"chr2",87087801,87088850,1050,0.00615885233377163,"CD4+ Hypermethylation DMR",-2.71984673235376,5052
"chr2",87455051,87455550,500,0.00789813399428488,"CD4+ Hypermethylation DMR",-0.951086917164922,5056
"chr2",98333301,98334200,900,2.9380293396769e-05,"CD4+ Hypermethylation DMR",-1.7369453966982,5153
"chr2",100688101,100688400,300,0.0084536927916627,"CD4+ Hypermethylation DMR",-2.09950723229968,5203
"chr2",105493051,105493500,450,0.000416120356145204,"CD4+ Hypermethylation DMR",-1.78425595137178,5285
"chr2",106365851,106366250,400,0.00898986343661841,"CD4+ Hypermethylation DMR",-1.09432240742097,5295
"chr2",113674101,113674250,150,0.00257364754532591,"CD4+ Hypermethylation DMR",-17.2470796694904,5391
"chr2",113930201,113930550,350,0.00814187297761591,"CD4+ Hypermethylation DMR",-0.986821882292338,5393
"chr2",116465651,116465950,300,0.00973776430798967,"CD4+ Hypermethylation DMR",-2.16989133917517,5434
"chr2",118965401,118965550,150,0.00957000209334053,"CD4+ Hypermethylation DMR",-1.75001345242536,5472
"chr2",120299251,120299650,400,0.00660481036805855,"CD4+ Hypermethylation DMR",-2.3691872722269,5503
"chr2",121369201,121369600,400,0.0098206393025047,"CD4+ Hypermethylation DMR",-1.44477267311138,5525
"chr2",127713901,127714300,400,0.00615885233377163,"CD4+ Hypermethylation DMR",-1.10187510361726,5631
"chr2",129388851,129389350,500,0.00954252375244804,"CD4+ Hypermethylation DMR",-0.956927163488187,5670
"chr2",129763751,129764300,550,0.00886471826835651,"CD4+ Hypermethylation DMR",-0.731181348691784,5676
"chr2",130940901,130941050,150,0.000825081653027866,"CD4+ Hypermethylation DMR",-2.32191511071964,5697
"chr2",131847101,131847450,350,0.00939603625312579,"CD4+ Hypermethylation DMR",-0.931610355964019,5714
"chr2",136490051,136490650,600,0.000650321609786489,"CD4+ Hypermethylation DMR",-1.54647936433739,5785
"chr2",136872201,136873250,1050,2.6339071702332e-05,"CD4+ Hypermethylation DMR",-1.34537803166846,5792
"chr2",149830301,149830650,350,0.00836435712097563,"CD4+ Hypermethylation DMR",-2.80726836381745,5943
"chr2",151277201,151277500,300,0.00901641210552865,"CD4+ Hypermethylation DMR",-3.16980959160947,5976
"chr2",153422601,153423000,400,0.00507853195466599,"CD4+ Hypermethylation DMR",-1.22238642575184,6018
"chr2",157604951,157605300,350,0.0088635225250055,"CD4+ Hypermethylation DMR",-1.28687399584723,6059
"chr2",161809001,161809150,150,0.00939603625312579,"CD4+ Hypermethylation DMR",-2.99996212989423,6115
"chr2",164197851,164198200,350,0.00986490743434034,"CD4+ Hypermethylation DMR",-1.95416821320143,6134
"chr2",165917401,165917750,350,0.00846636031136659,"CD4+ Hypermethylation DMR",-0.971427936962872,6150
"chr2",168244351,168244800,450,0.00727602703479353,"CD4+ Hypermethylation DMR",-1.6918570157209,6172
"chr2",172572351,172572700,350,0.00905561742224356,"CD4+ Hypermethylation DMR",-1.89810023327852,6235
"chr2",173451901,173452350,450,7.08178307651242e-06,"CD4+ Hypermethylation DMR",-1.49824457651249,6247
"chr2",175453751,175454150,400,0.00167652332935111,"CD4+ Hypermethylation DMR",-2.24789334497094,6280
"chr2",188367101,188367300,200,0.00714809728246702,"CD4+ Hypermethylation DMR",-2.5849264339763,6426
"chr2",189732751,189733100,350,0.00481648068688909,"CD4+ Hypermethylation DMR",-2.48537705542318,6438
"chr2",191836151,191836300,150,0.00789680529797144,"CD4+ Hypermethylation DMR",-16.899158895452,6465
"chr2",204904251,204904550,300,0.00996548930318571,"CD4+ Hypermethylation DMR",-2.05059793030554,6624
"chr2",205805601,205806200,600,0.00292802040748109,"CD4+ Hypermethylation DMR",-1.07942930531628,6641
"chr2",205874551,205874750,200,0.00965475095645561,"CD4+ Hypermethylation DMR",-1.87445512826475,6642
"chr2",208100051,208100500,450,0.00798438417622111,"CD4+ Hypermethylation DMR",-2.37844870158022,6690
"chr2",210688151,210688300,150,0.00794739361505092,"CD4+ Hypermethylation DMR",-16.899158895452,6719
"chr2",211881451,211881750,300,0.00973631111186826,"CD4+ Hypermethylation DMR",-2.16989133917517,6736
"chr2",212395551,212395800,250,0.00499183446236903,"CD4+ Hypermethylation DMR",-4.08725918282887,6746
"chr2",213269451,213269700,250,0.00821458449732279,"CD4+ Hypermethylation DMR",-16.1622011704457,6753
"chr2",214101651,214102100,450,0.00168881878521485,"CD4+ Hypermethylation DMR",-1.88450093436177,6759
"chr2",216009051,216009550,500,0.00727602703479353,"CD4+ Hypermethylation DMR",-1.6918547169871,6786
"chr2",217425451,217425700,250,0.00837581279578834,"CD4+ Hypermethylation DMR",-2.80729309403664,6806
"chr2",219782301,219782550,250,0.00892476928411055,"CD4+ Hypermethylation DMR",-3.90668863445936,6848
"chr2",220065251,220065700,450,0.00206802304783039,"CD4+ Hypermethylation DMR",-1.03621680499739,6859
"chr2",220193501,220193900,400,0.00914827416330734,"CD4+ Hypermethylation DMR",-1.14542469033133,6866
"chr2",225454901,225455100,200,0.00813168989323539,"CD4+ Hypermethylation DMR",-1.32192376681739,6936
"chr2",227407401,227407750,350,0.00988992569732926,"CD4+ Hypermethylation DMR",-1.87444463618199,6969
"chr2",231440351,231440850,500,0.000504419224769591,"CD4+ Hypermethylation DMR",-1.10433280145841,7032
"chr2",231519551,231519950,400,0.00132421470513114,"CD4+ Hypermethylation DMR",-1.22740565781674,7034
"chr2",231742251,231743200,950,0.000338472960631221,"CD4+ Hypermethylation DMR",-1.10805484765782,7043
"chr2",231789101,231789900,800,4.50259940303419e-05,"CD4+ Hypermethylation DMR",-1.27207188967487,7045
"chr2",232388401,232388850,450,0.00486806364702213,"CD4+ Hypermethylation DMR",-1.24792046611039,7061
"chr2",233850801,233851150,350,0.00823237840220031,"CD4+ Hypermethylation DMR",-1.27683336184447,7084
"chr2",234266801,234267350,550,0.000274143410227688,"CD4+ Hypermethylation DMR",-2.32188577676383,7094
"chr2",242051901,242052700,800,0.00873149370109869,"CD4+ Hypermethylation DMR",-1.12882585040826,7244
"chr2",242810151,242810450,300,0.0095139365291594,"CD4+ Hypermethylation DMR",-2.66292856632283,7265
"chr3",2809301,2809750,450,0.00979968325482985,"CD4+ Hypermethylation DMR",-1.29175817874598,7312
"chr3",4451301,4451500,200,0.00879093726059976,"CD4+ Hypermethylation DMR",-16.7251310089803,7343
"chr3",5181601,5182000,400,0.00789680529797144,"CD4+ Hypermethylation DMR",-2.37845569267723,7353
"chr3",6005401,6005750,350,0.00496541541734516,"CD4+ Hypermethylation DMR",-2.93851164259028,7366
"chr3",7003501,7003750,250,0.00254636806021499,"CD4+ Hypermethylation DMR",-3.64375664784831,7383
"chr3",7211551,7212150,600,0.00154499465903034,"CD4+ Hypermethylation DMR",-1.33984018462042,7385
"chr3",7757901,7758200,300,0.00499183446236903,"CD4+ Hypermethylation DMR",-4.08721845502552,7393
"chr3",9620001,9620400,400,0.00449989405030548,"CD4+ Hypermethylation DMR",-0.846085487589784,7424
"chr3",9775801,9776250,450,0.00841616045277887,"CD4+ Hypermethylation DMR",-1.07616921325932,7430
"chr3",10170301,10170500,200,0.00519703870950432,"CD4+ Hypermethylation DMR",-2.19262575633565,7438
"chr3",12957451,12957750,300,0.0013043692825416,"CD4+ Hypermethylation DMR",-2.18760448333269,7492
"chr3",13592651,13593350,700,0.00462606452359272,"CD4+ Hypermethylation DMR",-0.743506591417745,7507
"chr3",13598301,13598700,400,0.00499183446236903,"CD4+ Hypermethylation DMR",-2.93849909847954,7508
"chr3",15096551,15096900,350,0.00658755951957903,"CD4+ Hypermethylation DMR",-1.58494987725,7539
"chr3",23923101,23923550,450,0.00519703870950432,"CD4+ Hypermethylation DMR",-1.15753714408254,7654
"chr3",25383301,25383800,500,0.00227530871210589,"CD4+ Hypermethylation DMR",-1.90686414661821,7674
"chr3",31803001,31803300,300,0.00808487557880378,"CD4+ Hypermethylation DMR",-1.58495095925316,7756
"chr3",42261901,42262300,400,0.0053235978152434,"CD4+ Hypermethylation DMR",-1.16558087936872,7878
"chr3",48404201,48404600,400,0.0083099187392376,"CD4+ Hypermethylation DMR",-1.9999675399702,7984
"chr3",48853851,48854350,500,0.00991753428065654,"CD4+ Hypermethylation DMR",-1.30931683358086,7997
"chr3",49479501,49480100,600,0.00731138896723712,"CD4+ Hypermethylation DMR",-1.01494487561592,8016
"chr3",52313251,52313450,200,0.0015627010752978,"CD4+ Hypermethylation DMR",-2.36255015665716,8072
"chr3",58087851,58088150,300,0.00897606083361437,"CD4+ Hypermethylation DMR",-1.39854204999254,8181
"chr3",58089701,58090450,750,0.00224121926337301,"CD4+ Hypermethylation DMR",-1.43062547665518,8182
"chr3",65864551,65864950,400,0.00287620278301626,"CD4+ Hypermethylation DMR",-1.73694943614979,8302
"chr3",66062051,66062200,150,0.00560192776598234,"CD4+ Hypermethylation DMR",-17.0246887938879,8308
"chr3",68710051,68710300,250,0.00909449900214411,"CD4+ Hypermethylation DMR",-3.90668863445936,8345
"chr3",69633951,69634150,200,0.00837581279578834,"CD4+ Hypermethylation DMR",-16.4841253307585,8359
"chr3",71136401,71136700,300,0.00986490743434034,"CD4+ Hypermethylation DMR",-2.16989133917517,8384
"chr3",78630751,78630900,150,0.00577561080214588,"CD4+ Hypermethylation DMR",-17.0246887938879,8507
"chr3",82969751,82969900,150,0.00789813399428488,"CD4+ Hypermethylation DMR",-16.899158895452,8557
"chr3",83579851,83580200,350,0.00900375721942761,"CD4+ Hypermethylation DMR",-2.52349938892836,8563
"chr3",86399751,86400000,250,0.00896582447404058,"CD4+ Hypermethylation DMR",-3.90668863445936,8602
"chr3",86678101,86678550,450,0.00450569386395547,"CD4+ Hypermethylation DMR",-1.6780540519724,8611
"chr3",86924001,86924200,200,0.00673997205307984,"CD4+ Hypermethylation DMR",-3.9998377071539,8613
"chr3",98831451,98831650,200,0.00160410306011413,"CD4+ Hypermethylation DMR",-16.9315801108383,8710
"chr3",101973301,101973550,250,0.00690483094834267,"CD4+ Hypermethylation DMR",-3.24783070502563,8746
"chr3",103408701,103408900,200,0.00808104304087064,"CD4+ Hypermethylation DMR",-2.22236975068966,8760
"chr3",105586201,105586550,350,0.000466725561126131,"CD4+ Hypermethylation DMR",-1.94751655031236,8797
"chr3",119450951,119451100,150,0.00699619414338138,"CD4+ Hypermethylation DMR",-3.99987827842567,8944
"chr3",121333051,121333400,350,0.00821458449732279,"CD4+ Hypermethylation DMR",-0.958577297706578,8972
"chr3",124060651,124061150,500,0.00904573215841612,"CD4+ Hypermethylation DMR",-1.17507892802623,9020
"chr3",125624701,125624950,250,0.00500047444596815,"CD4+ Hypermethylation DMR",-2.93853673123714,9046
"chr3",127103651,127104050,400,0.00577561080214588,"CD4+ Hypermethylation DMR",-0.999996733531756,9068
"chr3",128788551,128788950,400,0.00620924594191091,"CD4+ Hypermethylation DMR",-1.37438763725709,9099
"chr3",129296601,129296950,350,0.00793459602316675,"CD4+ Hypermethylation DMR",-1.26747375095441,9113
"chr3",129313001,129313600,600,0.00195288705854838,"CD4+ Hypermethylation DMR",-1.28009919034494,9115
"chr3",135876151,135876550,400,0.00163729609123034,"CD4+ Hypermethylation DMR",-2.07036294757401,9229
"chr3",138092301,138092600,300,0.00257364754532591,"CD4+ Hypermethylation DMR",-3.45931358574641,9262
"chr3",141513251,141513450,200,0.00615885233377163,"CD4+ Hypermethylation DMR",-2.43293119497433,9321
"chr3",146878001,146878400,400,0.00724945880846681,"CD4+ Hypermethylation DMR",-1.29955237483164,9387
"chr3",150541501,150541850,350,0.00615885233377163,"CD4+ Hypermethylation DMR",-2.4329100362746,9428
"chr3",156721301,156721550,250,0.00560192776598234,"CD4+ Hypermethylation DMR",-16.6096549013151,9509
"chr3",160621451,160621600,150,0.00821458449732279,"CD4+ Hypermethylation DMR",-16.899158895452,9561
"chr3",177360851,177361200,350,0.00923648498137211,"CD4+ Hypermethylation DMR",-1.52354960701032,9750
"chr3",183501851,183502150,300,0.00983941802095011,"CD4+ Hypermethylation DMR",-1.88750632096391,9825
"chr3",183982201,183982500,300,0.00292802040748109,"CD4+ Hypermethylation DMR",-1.58495338902055,9840
"chr3",185713251,185713550,300,0.0099321636285098,"CD4+ Hypermethylation DMR",-2.05059793030554,9879
"chr3",190629451,190629850,400,0.00718906450555061,"CD4+ Hypermethylation DMR",-2.04436133144584,9937
"chr3",191401651,191401950,300,0.00902189765962312,"CD4+ Hypermethylation DMR",-3.16980959160947,9949
"chr3",192562201,192562550,350,0.00928626874780147,"CD4+ Hypermethylation DMR",-1.55252771101313,9963
"chr3",192752451,192752850,400,0.000741560258575293,"CD4+ Hypermethylation DMR",-1.50900500936768,9970
"chr3",195613151,195613300,150,0.00660481036805855,"CD4+ Hypermethylation DMR",-1.15200110974296,10037
"chr4",1314951,1315300,350,0.00961991219655604,"CD4+ Hypermethylation DMR",-0.790279905389114,10105
"chr4",1864801,1865450,650,0.00529097606411984,"CD4+ Hypermethylation DMR",-1.36073953551472,10109
"chr4",8117651,8118400,750,1.40608858592693e-07,"CD4+ Hypermethylation DMR",-1.78134532769048,10242
"chr4",8149151,8149500,350,0.00615885233377163,"CD4+ Hypermethylation DMR",-1.2035281997164,10243
"chr4",10418551,10418950,400,0.00563759245533876,"CD4+ Hypermethylation DMR",-1.50694817728238,10290
"chr4",15963451,15964000,550,7.47204349451397e-05,"CD4+ Hypermethylation DMR",-2.07526219061059,10359
"chr4",16802801,16803000,200,0.00860406201623948,"CD4+ Hypermethylation DMR",-1.33441449686884,10374
"chr4",16993201,16993400,200,0.00947165559032661,"CD4+ Hypermethylation DMR",-1.8073425561955,10376
"chr4",18911451,18911700,250,0.00157892049114131,"CD4+ Hypermethylation DMR",-16.6096549013151,10421
"chr4",23734651,23735100,450,0.00808153117155466,"CD4+ Hypermethylation DMR",-1.26747187670751,10491
"chr4",40219601,40220050,450,0.00143583786490342,"CD4+ Hypermethylation DMR",-1.75487037034724,10736
"chr4",40879901,40880300,400,0.00908808357865431,"CD4+ Hypermethylation DMR",-0.944501749036985,10756
"chr4",54796651,54796850,200,0.00897909238633079,"CD4+ Hypermethylation DMR",-3.90672902410435,10896
"chr4",55575301,55575750,450,0.00846852263600544,"CD4+ Hypermethylation DMR",-1.6188910682628,10909
"chr4",57855701,57856050,350,0.00983941802095011,"CD4+ Hypermethylation DMR",-1.80733328192413,10939
"chr4",63769951,63770200,250,0.00560192776598234,"CD4+ Hypermethylation DMR",-16.2877304131248,10996
"chr4",77405851,77406450,600,0.00768767703808401,"CD4+ Hypermethylation DMR",-1.160456230482,11145
"chr4",78301251,78301600,350,0.00423359485903987,"CD4+ Hypermethylation DMR",-2.12925380284147,11160
"chr4",79605101,79605350,250,0.00518912832062356,"CD4+ Hypermethylation DMR",-1.86248221336626,11176
"chr4",83348201,83348550,350,0.00681315372321188,"CD4+ Hypermethylation DMR",-2.14680788118958,11222
"chr4",87307151,87307500,350,0.00986490743434034,"CD4+ Hypermethylation DMR",-0.91907740928625,11276
"chr4",92976301,92976450,150,0.00901000697607559,"CD4+ Hypermethylation DMR",-3.90676941504168,11345
"chr4",94423301,94423450,150,0.00789680529797144,"CD4+ Hypermethylation DMR",-16.899158895452,11362
